,BH_res_fdp_pi,BH_res_power_pi,BH_res_nsel_pi,BH_rel_fdp_pi,BH_rel_power_pi,BH_rel_nsel_pi,BH_clip_fdp_pi,BH_clip_power_pi,BH_clip_nsel_pi,BH_2clip_fdp_pi,BH_2clip_power_pi,BH_2clip_nsel_pi,q,regressor,seed,sigma,ntest
0,0.0,0.0,0,0.0,0.0,0,0.0,0.75,15,0.0,0.75,15,0.1,gbr,69,0.1,1000
0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.1,rf,69,0.1,1000
0,0.13333333333333333,0.7647058823529411,15,0.13333333333333333,0.7647058823529411,15,0.1,1.0,20,0.1,1.0,20,0.1,svm,69,0.1,1000
